id_venda,produto,quantidade,mes,nome_mes,vendedor,regiao,categoria,preco_unitario,custo_unitario,faturamento,custo_total,lucro,margem_percentual
60,Mouse Gamer,2,7,Julho,Ana,Sudeste,Periféricos,449.99,179.99,899.98,359.98,540.0,60.001333362963614
61,Teclado,3,4,Abril,Luciano,Sudeste,Periféricos,499.99,299.99,1499.97,899.97,600.0,40.00080001600032
62,Mouse,3,5,Maio,Bruno,Nordeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
63,SSD,4,12,Dezembro,Marcos,Sul,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
64,Mouse Gamer,5,10,Outubro,Bianca,Sudeste,Periféricos,449.99,179.99,2249.95,899.95,1349.9999999999998,60.001333362963614
65,Mouse,1,8,Agosto,Carlos,Centro-Oeste,Periféricos,249.99,79.99,249.99,79.99,170.0,68.00272010880435
66,Teclado Mecânico,5,1,Janeiro,Fernanda,Centro-Oeste,Periféricos,899.99,450.0,4499.95,2250.0,2249.95,49.99944443827153
67,Monitor Gamer,5,12,Dezembro,Carlos,Sudeste,Monitores,4500.0,2850.0,22500.0,14250.0,8250.0,36.666666666666664
68,SSD,4,10,Outubro,Bianca,Sudeste,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
69,Monitor Full HD,1,6,Junho,Bianca,Sul,Monitores,2799.99,1499.99,2799.99,1499.99,1299.9999999999998,46.42873724549016
70,Memória RAM,4,12,Dezembro,Bianca,Nordeste,Componentes,699.99,299.99,2799.96,1199.96,1600.0,57.14367348104973
71,Webcam,1,5,Maio,Bianca,Sudeste,Vídeo,349.99,179.99,349.99,179.99,170.0,48.57281636618189
72,Mouse,2,9,Setembro,Ana,Nordeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
73,Notebook,1,10,Outubro,Eduardo,Sul,Computadores,7500.0,4795.0,7500.0,4795.0,2705.0,36.06666666666667
74,SSD,4,5,Maio,Eduardo,Sudeste,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
75,Fone Bluetooth,5,12,Dezembro,Bruno,Nordeste,Áudio,649.99,279.99,3249.95,1399.95,1849.9999999999998,56.923952676195015
76,Fone Bluetooth,1,11,Novembro,Bianca,Norte,Áudio,649.99,279.99,649.99,279.99,370.0,56.92395267619502
77,Webcam,1,9,Setembro,Ana,Sudeste,Vídeo,349.99,179.99,349.99,179.99,170.0,48.57281636618189
78,Monitor Full HD,3,4,Abril,Brendon,Sudeste,Monitores,2799.99,1499.99,8399.97,4499.97,3899.999999999999,46.428737245490154
79,Mouse Gamer,5,2,Fevereiro,Bruno,Sudeste,Periféricos,449.99,179.99,2249.95,899.95,1349.9999999999998,60.001333362963614
80,Monitor Full HD,2,6,Junho,Luciano,Centro-Oeste,Monitores,2799.99,1499.99,5599.98,2999.98,2599.9999999999995,46.42873724549016
81,SSD,4,11,Novembro,Brendon,Norte,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
82,Headset,2,5,Maio,Fernanda,Sudeste,Áudio,799.99,349.99,1599.98,699.98,900.0,56.25070313378917
83,Mouse Gamer,5,8,Agosto,Luciano,Nordeste,Periféricos,449.99,179.99,2249.95,899.95,1349.9999999999998,60.001333362963614
84,Notebook Gamer,1,11,Novembro,Carlos,Sul,Computadores,11999.99,8999.99,11999.99,8999.99,3000.0,25.000020833350696
85,Mouse Gamer,1,3,Março,Eduardo,Sul,Periféricos,449.99,179.99,449.99,179.99,270.0,60.001333362963614
86,Mouse Gamer,5,10,Outubro,Ana,Sudeste,Periféricos,449.99,179.99,2249.95,899.95,1349.9999999999998,60.001333362963614
87,Fone Bluetooth,1,3,Março,Luciano,Sudeste,Áudio,649.99,279.99,649.99,279.99,370.0,56.92395267619502
88,Headset,1,12,Dezembro,Bianca,Sudeste,Áudio,799.99,349.99,799.99,349.99,450.0,56.25070313378917
89,SSD,1,8,Agosto,Bianca,Sul,Armazenamento,599.99,199.99,599.99,199.99,400.0,66.6677777962966
90,Teclado,4,4,Abril,Carlos,Sudeste,Periféricos,499.99,299.99,1999.96,1199.96,800.0,40.00080001600032
91,Monitor Full HD,4,6,Junho,Eduardo,Centro-Oeste,Monitores,2799.99,1499.99,11199.96,5999.96,5199.999999999999,46.42873724549016
92,Fone Bluetooth,3,7,Julho,Eduardo,Sudeste,Áudio,649.99,279.99,1949.97,839.97,1110.0,56.92395267619502
93,Webcam,2,11,Novembro,Bianca,Sudeste,Vídeo,349.99,179.99,699.98,359.98,340.0,48.57281636618189
94,Teclado Mecânico,5,11,Novembro,Fernanda,Sul,Periféricos,899.99,450.0,4499.95,2250.0,2249.95,49.99944443827153
95,Webcam,5,9,Setembro,Ana,Nordeste,Vídeo,349.99,179.99,1749.95,899.95,850.0,48.57281636618189
96,Teclado,5,3,Março,Bruno,Sudeste,Periféricos,499.99,299.99,2499.95,1499.95,999.9999999999998,40.00080001600031
97,Teclado Mecânico,3,4,Abril,Bruno,Sudeste,Periféricos,899.99,450.0,2699.9700000000003,1350.0,1349.9700000000003,49.99944443827154
98,Teclado,4,3,Março,Fernanda,Norte,Periféricos,499.99,299.99,1999.96,1199.96,800.0,40.00080001600032
99,Notebook,3,9,Setembro,Ana,Sudeste,Computadores,7500.0,4795.0,22500.0,14385.0,8115.0,36.06666666666667
100,Monitor Full HD,5,12,Dezembro,Marcos,Sudeste,Monitores,2799.99,1499.99,13999.949999999999,7499.95,6499.999999999999,46.42873724549016
101,Notebook,2,7,Julho,Carlos,Centro-Oeste,Computadores,7500.0,4795.0,15000.0,9590.0,5410.0,36.06666666666667
102,Headset,1,4,Abril,Bruno,Sudeste,Áudio,799.99,349.99,799.99,349.99,450.0,56.25070313378917
103,Mouse Gamer,4,9,Setembro,Bianca,Sul,Periféricos,449.99,179.99,1799.96,719.96,1080.0,60.001333362963614
104,Teclado,4,11,Novembro,Luciano,Sudeste,Periféricos,499.99,299.99,1999.96,1199.96,800.0,40.00080001600032
105,HD Externo,3,11,Novembro,Ana,Sudeste,Armazenamento,749.99,349.99,2249.9700000000003,1049.97,1200.0000000000002,53.334044453926055
106,Mouse,4,12,Dezembro,Eduardo,Sudeste,Periféricos,249.99,79.99,999.96,319.96,680.0,68.00272010880435
107,Teclado,5,5,Maio,Ana,Sudeste,Periféricos,499.99,299.99,2499.95,1499.95,999.9999999999998,40.00080001600031
108,Webcam,5,4,Abril,Brendon,Sudeste,Vídeo,349.99,179.99,1749.95,899.95,850.0,48.57281636618189
109,Mouse,3,12,Dezembro,Eduardo,Sudeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
110,Monitor Full HD,5,10,Outubro,Carlos,Nordeste,Monitores,2799.99,1499.99,13999.949999999999,7499.95,6499.999999999999,46.42873724549016
111,Mouse,2,6,Junho,Eduardo,Sudeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
112,Mouse,3,11,Novembro,Luciano,Sudeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
113,HD Externo,2,11,Novembro,Luciano,Centro-Oeste,Armazenamento,749.99,349.99,1499.98,699.98,800.0,53.334044453926055
114,SSD,1,9,Setembro,Ana,Nordeste,Armazenamento,599.99,199.99,599.99,199.99,400.0,66.6677777962966
115,Headset,2,10,Outubro,Bruno,Sudeste,Áudio,799.99,349.99,1599.98,699.98,900.0,56.25070313378917
116,SSD,1,7,Julho,Bianca,Norte,Armazenamento,599.99,199.99,599.99,199.99,400.0,66.6677777962966
117,SSD,1,8,Agosto,Carlos,Sudeste,Armazenamento,599.99,199.99,599.99,199.99,400.0,66.6677777962966
118,Mouse,2,8,Agosto,Fernanda,Sudeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
119,HD Externo,3,11,Novembro,Fernanda,Nordeste,Armazenamento,749.99,349.99,2249.9700000000003,1049.97,1200.0000000000002,53.334044453926055
120,Teclado Mecânico,5,11,Novembro,Fernanda,Sul,Periféricos,899.99,450.0,4499.95,2250.0,2249.95,49.99944443827153
121,SSD,5,11,Novembro,Ana,Sudeste,Armazenamento,599.99,199.99,2999.95,999.95,1999.9999999999998,66.6677777962966
122,HD Externo,1,1,Janeiro,Carlos,Sudeste,Armazenamento,749.99,349.99,749.99,349.99,400.0,53.334044453926055
123,Mouse Gamer,1,11,Novembro,Brendon,Sul,Periféricos,449.99,179.99,449.99,179.99,270.0,60.001333362963614
124,Monitor Full HD,3,11,Novembro,Ana,Sudeste,Monitores,2799.99,1499.99,8399.97,4499.97,3899.999999999999,46.428737245490154
125,Mouse,4,10,Outubro,Ana,Centro-Oeste,Periféricos,249.99,79.99,999.96,319.96,680.0,68.00272010880435
126,Teclado,2,11,Novembro,Ana,Sudeste,Periféricos,499.99,299.99,999.98,599.98,400.0,40.00080001600032
127,SSD,1,11,Novembro,Luciano,Centro-Oeste,Armazenamento,599.99,199.99,599.99,199.99,400.0,66.6677777962966
128,SSD,5,8,Agosto,Bianca,Sul,Armazenamento,599.99,199.99,2999.95,999.95,1999.9999999999998,66.6677777962966
129,Notebook,3,8,Agosto,Ana,Nordeste,Computadores,7500.0,4795.0,22500.0,14385.0,8115.0,36.06666666666667
130,Teclado Mecânico,2,3,Março,Ana,Nordeste,Periféricos,899.99,450.0,1799.98,900.0,899.98,49.99944443827153
131,Teclado,3,7,Julho,Carlos,Nordeste,Periféricos,499.99,299.99,1499.97,899.97,600.0,40.00080001600032
132,Mouse,2,10,Outubro,Brendon,Sudeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
133,Monitor Full HD,2,11,Novembro,Brendon,Sudeste,Monitores,2799.99,1499.99,5599.98,2999.98,2599.9999999999995,46.42873724549016
134,Mouse Gamer,1,4,Abril,Carlos,Sudeste,Periféricos,449.99,179.99,449.99,179.99,270.0,60.001333362963614
135,HD Externo,3,3,Março,Eduardo,Centro-Oeste,Armazenamento,749.99,349.99,2249.9700000000003,1049.97,1200.0000000000002,53.334044453926055
136,Mouse Gamer,3,10,Outubro,Juliana,Nordeste,Periféricos,449.99,179.99,1349.97,539.97,810.0,60.001333362963614
137,Teclado Mecânico,5,1,Janeiro,Bianca,Sudeste,Periféricos,899.99,450.0,4499.95,2250.0,2249.95,49.99944443827153
138,Fone Bluetooth,5,4,Abril,Eduardo,Sudeste,Áudio,649.99,279.99,3249.95,1399.95,1849.9999999999998,56.923952676195015
139,Mouse Gamer,1,1,Janeiro,Bruno,Sudeste,Periféricos,449.99,179.99,449.99,179.99,270.0,60.001333362963614
140,Placa de Vídeo,1,4,Abril,Bruno,Sul,Componentes,4500.0,2000.0,4500.0,2000.0,2500.0,55.55555555555556
141,Placa de Vídeo,4,4,Abril,Ana,Sul,Componentes,4500.0,2000.0,18000.0,8000.0,10000.0,55.55555555555556
142,Mouse,5,7,Julho,Carlos,Nordeste,Periféricos,249.99,79.99,1249.95,399.95,850.0,68.00272010880435
143,Teclado,2,7,Julho,Bianca,Norte,Periféricos,499.99,299.99,999.98,599.98,400.0,40.00080001600032
144,Mouse Gamer,3,12,Dezembro,Carlos,Sudeste,Periféricos,449.99,179.99,1349.97,539.97,810.0,60.001333362963614
145,Mouse,1,8,Agosto,Bruno,Sul,Periféricos,249.99,79.99,249.99,79.99,170.0,68.00272010880435
146,Notebook,3,11,Novembro,Eduardo,Sudeste,Computadores,7500.0,4795.0,22500.0,14385.0,8115.0,36.06666666666667
147,Headset,3,3,Março,Fernanda,Sudeste,Áudio,799.99,349.99,2399.9700000000003,1049.97,1350.0000000000002,56.25070313378917
148,Teclado,4,5,Maio,Ana,Sudeste,Periféricos,499.99,299.99,1999.96,1199.96,800.0,40.00080001600032
149,Notebook Gamer,5,10,Outubro,Carlos,Sudeste,Computadores,11999.99,8999.99,59999.95,44999.95,15000.0,25.000020833350696
150,Mouse,1,2,Fevereiro,Carlos,Centro-Oeste,Periféricos,249.99,79.99,249.99,79.99,170.0,68.00272010880435
151,HD Externo,3,8,Agosto,Eduardo,Sudeste,Armazenamento,749.99,349.99,2249.9700000000003,1049.97,1200.0000000000002,53.334044453926055
152,Mouse,1,9,Setembro,Ana,Sul,Periféricos,249.99,79.99,249.99,79.99,170.0,68.00272010880435
153,Monitor Gamer,2,9,Setembro,Bruno,Centro-Oeste,Monitores,4500.0,2850.0,9000.0,5700.0,3300.0,36.666666666666664
154,Teclado,4,1,Janeiro,Luciano,Nordeste,Periféricos,499.99,299.99,1999.96,1199.96,800.0,40.00080001600032
155,Memória RAM,2,6,Junho,Bruno,Sudeste,Componentes,699.99,299.99,1399.98,599.98,800.0,57.14367348104973
156,Mouse,1,10,Outubro,Marcos,Sul,Periféricos,249.99,79.99,249.99,79.99,170.0,68.00272010880435
157,Fone Bluetooth,1,3,Março,Luciano,Sudeste,Áudio,649.99,279.99,649.99,279.99,370.0,56.92395267619502
158,Webcam,5,10,Outubro,Carlos,Nordeste,Vídeo,349.99,179.99,1749.95,899.95,850.0,48.57281636618189
159,Mouse,3,11,Novembro,Bianca,Nordeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
160,Fone Bluetooth,3,12,Dezembro,Marcos,Nordeste,Áudio,649.99,279.99,1949.97,839.97,1110.0,56.92395267619502
161,Mouse Gamer,2,4,Abril,Ana,Sudeste,Periféricos,449.99,179.99,899.98,359.98,540.0,60.001333362963614
162,Headset,4,11,Novembro,Fernanda,Nordeste,Áudio,799.99,349.99,3199.96,1399.96,1800.0,56.25070313378917
163,Headset,3,8,Agosto,Eduardo,Sudeste,Áudio,799.99,349.99,2399.9700000000003,1049.97,1350.0000000000002,56.25070313378917
164,Teclado Mecânico,5,7,Julho,Brendon,Sudeste,Periféricos,899.99,450.0,4499.95,2250.0,2249.95,49.99944443827153
165,Monitor Full HD,2,3,Março,Ana,Sudeste,Monitores,2799.99,1499.99,5599.98,2999.98,2599.9999999999995,46.42873724549016
166,SSD,2,11,Novembro,Bianca,Sudeste,Armazenamento,599.99,199.99,1199.98,399.98,800.0,66.6677777962966
167,Mouse Gamer,5,5,Maio,Luciano,Sudeste,Periféricos,449.99,179.99,2249.95,899.95,1349.9999999999998,60.001333362963614
168,Mouse,4,7,Julho,Ana,Centro-Oeste,Periféricos,249.99,79.99,999.96,319.96,680.0,68.00272010880435
169,Notebook,5,2,Fevereiro,Ana,Norte,Computadores,7500.0,4795.0,37500.0,23975.0,13525.0,36.06666666666667
170,Headset,4,11,Novembro,Ana,Sudeste,Áudio,799.99,349.99,3199.96,1399.96,1800.0,56.25070313378917
171,Fone Bluetooth,5,11,Novembro,Eduardo,Sudeste,Áudio,649.99,279.99,3249.95,1399.95,1849.9999999999998,56.923952676195015
172,Notebook,5,11,Novembro,Ana,Sudeste,Computadores,7500.0,4795.0,37500.0,23975.0,13525.0,36.06666666666667
173,Teclado Mecânico,1,6,Junho,Ana,Sudeste,Periféricos,899.99,450.0,899.99,450.0,449.99,49.99944443827153
174,Mouse,2,4,Abril,Bianca,Sudeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
175,Headset,5,10,Outubro,Carlos,Centro-Oeste,Áudio,799.99,349.99,3999.95,1749.95,2250.0,56.25070313378917
176,Mouse,5,8,Agosto,Ana,Sudeste,Periféricos,249.99,79.99,1249.95,399.95,850.0,68.00272010880435
177,Fone Bluetooth,3,4,Abril,Ana,Sudeste,Áudio,649.99,279.99,1949.97,839.97,1110.0,56.92395267619502
178,Teclado,2,10,Outubro,Ana,Sudeste,Periféricos,499.99,299.99,999.98,599.98,400.0,40.00080001600032
179,HD Externo,3,12,Dezembro,Ana,Centro-Oeste,Armazenamento,749.99,349.99,2249.9700000000003,1049.97,1200.0000000000002,53.334044453926055
180,Monitor Gamer,2,11,Novembro,Brendon,Nordeste,Monitores,4500.0,2850.0,9000.0,5700.0,3300.0,36.666666666666664
181,Mouse Gamer,3,11,Novembro,Ana,Norte,Periféricos,449.99,179.99,1349.97,539.97,810.0,60.001333362963614
182,Monitor Full HD,5,12,Dezembro,Ana,Nordeste,Monitores,2799.99,1499.99,13999.949999999999,7499.95,6499.999999999999,46.42873724549016
183,HD Externo,5,4,Abril,Eduardo,Sudeste,Armazenamento,749.99,349.99,3749.95,1749.95,1999.9999999999998,53.33404445392604
184,SSD,1,9,Setembro,Brendon,Sudeste,Armazenamento,599.99,199.99,599.99,199.99,400.0,66.6677777962966
185,Mouse,3,12,Dezembro,Luciano,Nordeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
186,Headset,4,4,Abril,Fernanda,Sudeste,Áudio,799.99,349.99,3199.96,1399.96,1800.0,56.25070313378917
187,SSD,1,10,Outubro,Carlos,Sul,Armazenamento,599.99,199.99,599.99,199.99,400.0,66.6677777962966
188,Teclado Mecânico,3,9,Setembro,Luciano,Sudeste,Periféricos,899.99,450.0,2699.9700000000003,1350.0,1349.9700000000003,49.99944443827154
189,Teclado Mecânico,3,9,Setembro,Luciano,Sudeste,Periféricos,899.99,450.0,2699.9700000000003,1350.0,1349.9700000000003,49.99944443827154
190,Mouse,1,10,Outubro,Carlos,Sul,Periféricos,249.99,79.99,249.99,79.99,170.0,68.00272010880435
191,Monitor Full HD,5,12,Dezembro,Bianca,Sul,Monitores,2799.99,1499.99,13999.949999999999,7499.95,6499.999999999999,46.42873724549016
192,HD Externo,3,11,Novembro,Ana,Nordeste,Armazenamento,749.99,349.99,2249.9700000000003,1049.97,1200.0000000000002,53.334044453926055
193,HD Externo,5,2,Fevereiro,Eduardo,Sudeste,Armazenamento,749.99,349.99,3749.95,1749.95,1999.9999999999998,53.33404445392604
194,Headset,1,11,Novembro,Ana,Sul,Áudio,799.99,349.99,799.99,349.99,450.0,56.25070313378917
195,Mouse Gamer,5,5,Maio,Eduardo,Sudeste,Periféricos,449.99,179.99,2249.95,899.95,1349.9999999999998,60.001333362963614
196,Mouse Gamer,2,7,Julho,Juliana,Sudeste,Periféricos,449.99,179.99,899.98,359.98,540.0,60.001333362963614
197,Fone Bluetooth,4,8,Agosto,Bianca,Sudeste,Áudio,649.99,279.99,2599.96,1119.96,1480.0,56.92395267619502
198,HD Externo,3,8,Agosto,Ana,Sudeste,Armazenamento,749.99,349.99,2249.9700000000003,1049.97,1200.0000000000002,53.334044453926055
199,SSD,4,7,Julho,Fernanda,Sudeste,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
200,Webcam,5,12,Dezembro,Luciano,Sudeste,Vídeo,349.99,179.99,1749.95,899.95,850.0,48.57281636618189
201,Headset,3,10,Outubro,Brendon,Sudeste,Áudio,799.99,349.99,2399.9700000000003,1049.97,1350.0000000000002,56.25070313378917
202,Monitor Full HD,5,10,Outubro,Fernanda,Sudeste,Monitores,2799.99,1499.99,13999.949999999999,7499.95,6499.999999999999,46.42873724549016
203,Mouse,2,2,Fevereiro,Fernanda,Sudeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
204,HD Externo,1,12,Dezembro,Luciano,Sudeste,Armazenamento,749.99,349.99,749.99,349.99,400.0,53.334044453926055
205,Headset,3,12,Dezembro,Carlos,Sudeste,Áudio,799.99,349.99,2399.9700000000003,1049.97,1350.0000000000002,56.25070313378917
206,Notebook,2,11,Novembro,Luciano,Sul,Computadores,7500.0,4795.0,15000.0,9590.0,5410.0,36.06666666666667
207,Monitor Full HD,2,1,Janeiro,Ana,Sudeste,Monitores,2799.99,1499.99,5599.98,2999.98,2599.9999999999995,46.42873724549016
208,Fone Bluetooth,3,2,Fevereiro,Bianca,Sudeste,Áudio,649.99,279.99,1949.97,839.97,1110.0,56.92395267619502
209,Notebook,5,5,Maio,Brendon,Sudeste,Computadores,7500.0,4795.0,37500.0,23975.0,13525.0,36.06666666666667
210,Mouse,2,3,Março,Bianca,Nordeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
